OTU	Classification	tax	Label
Otu00419	OTU419	Oscillibacter	Oscillibacter (OTU419)
Otu00420	OTU420	Ruminococcaceae	Ruminococcaceae (OTU420)
Otu00421	OTU421	Peptoniphilus	Peptoniphilus (OTU421)
Otu00422	OTU422	Ruminococcaceae	Ruminococcaceae (OTU422)
Otu00423	OTU423	Eubacterium	Eubacterium (OTU423)
Otu00424	OTU424	Clostridiales	Clostridiales (OTU424)
Otu00425	OTU425	Proteobacteria	Proteobacteria (OTU425)
Otu00426	OTU426	Howardella	Howardella (OTU426)
Otu00427	OTU427	Prevotella	Prevotella (OTU427)
Otu00428	OTU428	Proteobacteria	Proteobacteria (OTU428)
Otu00429	OTU429	Porphyromonadaceae	Porphyromonadaceae (OTU429)
Otu00430	OTU430	Clostridiales	Clostridiales (OTU430)
Otu00431	OTU431	Firmicutes	Firmicutes (OTU431)
Otu00432	OTU432	Butyricicoccus	Butyricicoccus (OTU432)
Otu00433	OTU433	Ruminococcaceae	Ruminococcaceae (OTU433)
Otu00434	OTU434	Negativicoccus	Negativicoccus (OTU434)
Otu00435	OTU435	Ruminococcaceae	Ruminococcaceae (OTU435)
Otu00436	OTU436	Clostridiales	Clostridiales (OTU436)
Otu00437	OTU437	Mogibacterium	Mogibacterium (OTU437)
Otu00438	OTU438	Ruminococcaceae	Ruminococcaceae (OTU438)
Otu00439	OTU439	Desulfovibrionales	Desulfovibrionales (OTU439)
Otu00440	OTU440	Bacteria	Bacteria (OTU440)
Otu00441	OTU441	Firmicutes	Firmicutes (OTU441)
Otu00442	OTU442	Brevundimonas	Brevundimonas (OTU442)
Otu00443	OTU443	Clostridiales	Clostridiales (OTU443)
Otu00444	OTU444	Lachnospiraceae	Lachnospiraceae (OTU444)
Otu00445	OTU445	Lachnospiraceae	Lachnospiraceae (OTU445)
Otu00446	OTU446	Butyricicoccus	Butyricicoccus (OTU446)
Otu00447	OTU447	Lachnospiraceae	Lachnospiraceae (OTU447)
Otu00448	OTU448	Cloacibacillus	Cloacibacillus (OTU448)
Otu00449	OTU449	Ruminococcaceae	Ruminococcaceae (OTU449)
Otu00450	OTU450	Clostridiales	Clostridiales (OTU450)
Otu00451	OTU451	Olsenella	Olsenella (OTU451)
Otu00452	OTU452	Ruminococcaceae	Ruminococcaceae (OTU452)
Otu00453	OTU453	Ruminococcaceae	Ruminococcaceae (OTU453)
Otu00454	OTU454	Porphyromonadaceae	Porphyromonadaceae (OTU454)
Otu00455	OTU455	Clostridiales	Clostridiales (OTU455)
Otu00456	OTU456	Veillonella	Veillonella (OTU456)
Otu00457	OTU457	Anaerostipes	Anaerostipes (OTU457)
Otu00458	OTU458	Streptococcus	Streptococcus (OTU458)
Otu00459	OTU459	Clostridiales	Clostridiales (OTU459)
Otu00460	OTU460	Corynebacterium	Corynebacterium (OTU460)
Otu00461	OTU461	Clostridium_XlVb	Clostridium_XlVb (OTU461)
Otu00462	OTU462	Verrucomicrobium	Verrucomicrobium (OTU462)
Otu00463	OTU463	Collinsella	Collinsella (OTU463)
Otu00464	OTU464	Collinsella	Collinsella (OTU464)
Otu00465	OTU465	Alistipes	Alistipes (OTU465)
Otu00466	OTU466	Lactobacillus	Lactobacillus (OTU466)
Otu00467	OTU467	Anaerococcus	Anaerococcus (OTU467)
Otu00468	OTU468	Leuconostoc	Leuconostoc (OTU468)
Otu00469	OTU469	Clostridium_IV	Clostridium_IV (OTU469)
Otu00470	OTU470	Bacteria	Bacteria (OTU470)
Otu00471	OTU471	Prevotellaceae	Prevotellaceae (OTU471)
Otu00472	OTU472	Firmicutes	Firmicutes (OTU472)
Otu00473	OTU473	Cloacibacillus	Cloacibacillus (OTU473)
Otu00474	OTU474	Ruminococcaceae	Ruminococcaceae (OTU474)
Otu00475	OTU475	Ruminococcaceae	Ruminococcaceae (OTU475)
Otu00476	OTU476	Porphyromonadaceae	Porphyromonadaceae (OTU476)
Otu00477	OTU477	Dysgonomonas	Dysgonomonas (OTU477)
Otu00478	OTU478	Ruminococcaceae	Ruminococcaceae (OTU478)
Otu00479	OTU479	Lachnospiraceae	Lachnospiraceae (OTU479)
Otu00480	OTU480	Veillonellaceae	Veillonellaceae (OTU480)
Otu00481	OTU481	Ruminococcaceae	Ruminococcaceae (OTU481)
Otu00482	OTU482	Oscillibacter	Oscillibacter (OTU482)
Otu00483	OTU483	Ruminococcaceae	Ruminococcaceae (OTU483)
Otu00484	OTU484	Bacteria	Bacteria (OTU484)
Otu00485	OTU485	Lachnospiraceae	Lachnospiraceae (OTU485)
Otu00486	OTU486	Coriobacteriaceae	Coriobacteriaceae (OTU486)
Otu00487	OTU487	Myroides	Myroides (OTU487)
Otu00488	OTU488	Pseudomonas	Pseudomonas (OTU488)
Otu00489	OTU489	Lachnospiraceae	Lachnospiraceae (OTU489)
Otu00490	OTU490	Clostridiales	Clostridiales (OTU490)
Otu00491	OTU491	Prevotella	Prevotella (OTU491)
Otu00492	OTU492	Sphingobacterium	Sphingobacterium (OTU492)
Otu00493	OTU493	Coriobacteriaceae	Coriobacteriaceae (OTU493)
Otu00494	OTU494	Clostridiales_Incertae_Sedis_XI	Clostridiales_Incertae_Sedis_XI (OTU494)
Otu00495	OTU495	Streptococcus	Streptococcus (OTU495)
Otu00496	OTU496	Clostridiales	Clostridiales (OTU496)
Otu00497	OTU497	Lachnospiraceae	Lachnospiraceae (OTU497)
Otu00498	OTU498	Ruminococcaceae	Ruminococcaceae (OTU498)
Otu00499	OTU499	Clostridiales	Clostridiales (OTU499)
Otu00500	OTU500	Ruminococcaceae	Ruminococcaceae (OTU500)
Otu00501	OTU501	Ruminococcaceae	Ruminococcaceae (OTU501)
Otu00502	OTU502	Ruminococcus	Ruminococcus (OTU502)
Otu00503	OTU503	Bacteria	Bacteria (OTU503)
Otu00504	OTU504	Firmicutes	Firmicutes (OTU504)
Otu00505	OTU505	Bacteroidetes	Bacteroidetes (OTU505)
Otu00506	OTU506	Prevotella	Prevotella (OTU506)
Otu00507	OTU507	Bacteria	Bacteria (OTU507)
Otu00508	OTU508	Alloscardovia	Alloscardovia (OTU508)
Otu00509	OTU509	Clostridiales	Clostridiales (OTU509)
Otu00510	OTU510	Bacteria	Bacteria (OTU510)
Otu00511	OTU511	Dysgonomonas	Dysgonomonas (OTU511)
Otu00512	OTU512	Anaerotruncus	Anaerotruncus (OTU512)
Otu00513	OTU513	Clostridiales	Clostridiales (OTU513)
Otu00514	OTU514	Ruminococcaceae	Ruminococcaceae (OTU514)
Otu00515	OTU515	Anaerofustis	Anaerofustis (OTU515)
Otu00516	OTU516	Bacteria	Bacteria (OTU516)
Otu00517	OTU517	Atopobium	Atopobium (OTU517)
Otu00518	OTU518	Clostridiales	Clostridiales (OTU518)
Otu00519	OTU519	Odoribacter	Odoribacter (OTU519)
Otu00520	OTU520	Olsenella	Olsenella (OTU520)
Otu00521	OTU521	Ruminococcaceae	Ruminococcaceae (OTU521)
Otu00522	OTU522	Clostridiales	Clostridiales (OTU522)
Otu00523	OTU523	Actinomycetales	Actinomycetales (OTU523)
Otu00524	OTU524	Ruminococcaceae	Ruminococcaceae (OTU524)
Otu00525	OTU525	Firmicutes	Firmicutes (OTU525)
Otu00526	OTU526	Actinobacteria	Actinobacteria (OTU526)
Otu00527	OTU527	Lachnospiraceae	Lachnospiraceae (OTU527)
Otu00528	OTU528	Sutterella	Sutterella (OTU528)
Otu00529	OTU529	Clostridiales	Clostridiales (OTU529)
Otu00530	OTU530	Erysipelotrichaceae	Erysipelotrichaceae (OTU530)
Otu00531	OTU531	Prevotella	Prevotella (OTU531)
Otu00532	OTU532	Wolinella	Wolinella (OTU532)
Otu00533	OTU533	Ruminococcaceae	Ruminococcaceae (OTU533)
Otu00534	OTU534	Flavobacterium	Flavobacterium (OTU534)
Otu00535	OTU535	Clostridiales	Clostridiales (OTU535)
Otu00536	OTU536	Ruminococcaceae	Ruminococcaceae (OTU536)
Otu00537	OTU537	Fusobacterium	Fusobacterium (OTU537)
Otu00538	OTU538	Ruminococcaceae	Ruminococcaceae (OTU538)
Otu00539	OTU539	Sphingomonadaceae	Sphingomonadaceae (OTU539)
Otu00540	OTU540	Ruminococcaceae	Ruminococcaceae (OTU540)
Otu00541	OTU541	Clostridiales	Clostridiales (OTU541)
Otu00542	OTU542	Porphyromonadaceae	Porphyromonadaceae (OTU542)
Otu00543	OTU543	Ruminococcaceae	Ruminococcaceae (OTU543)
Otu00544	OTU544	Rothia	Rothia (OTU544)
Otu00545	OTU545	Lactobacillus	Lactobacillus (OTU545)
Otu00546	OTU546	Firmicutes	Firmicutes (OTU546)
Otu00547	OTU547	Bacteroides	Bacteroides (OTU547)
Otu00548	OTU548	Bacteria	Bacteria (OTU548)
Otu00549	OTU549	Ruminococcaceae	Ruminococcaceae (OTU549)
Otu00550	OTU550	Proteobacteria	Proteobacteria (OTU550)
Otu00551	OTU551	Firmicutes	Firmicutes (OTU551)
Otu00552	OTU552	Bacillales	Bacillales (OTU552)
Otu00553	OTU553	Solobacterium	Solobacterium (OTU553)
Otu00554	OTU554	Olsenella	Olsenella (OTU554)
Otu00555	OTU555	Bacteroidetes	Bacteroidetes (OTU555)
Otu00556	OTU556	Porphyromonadaceae	Porphyromonadaceae (OTU556)
Otu00557	OTU557	Ruminococcaceae	Ruminococcaceae (OTU557)
Otu00558	OTU558	Oxalobacteraceae	Oxalobacteraceae (OTU558)
Otu00559	OTU559	Lachnospiraceae	Lachnospiraceae (OTU559)
Otu00560	OTU560	Porphyromonadaceae	Porphyromonadaceae (OTU560)
Otu00561	OTU561	Bacteria	Bacteria (OTU561)
Otu00562	OTU562	Prevotella	Prevotella (OTU562)
Otu00563	OTU563	Ruminococcaceae	Ruminococcaceae (OTU563)
Otu00564	OTU564	Bacteria	Bacteria (OTU564)
Otu00565	OTU565	Firmicutes	Firmicutes (OTU565)
Otu00566	OTU566	Cupriavidus	Cupriavidus (OTU566)
Otu00567	OTU567	Lachnospiraceae	Lachnospiraceae (OTU567)
Otu00568	OTU568	Bacteria	Bacteria (OTU568)
Otu00569	OTU569	Olsenella	Olsenella (OTU569)
Otu00570	OTU570	Lachnospiraceae	Lachnospiraceae (OTU570)
Otu00571	OTU571	Ruminococcaceae	Ruminococcaceae (OTU571)
Otu00572	OTU572	Bacteroidetes	Bacteroidetes (OTU572)
Otu00573	OTU573	Lachnospiraceae	Lachnospiraceae (OTU573)
Otu00574	OTU574	Bacteroides	Bacteroides (OTU574)
Otu00575	OTU575	Lachnospiraceae	Lachnospiraceae (OTU575)
Otu00576	OTU576	Coriobacteriaceae	Coriobacteriaceae (OTU576)
Otu00577	OTU577	Lachnospiraceae	Lachnospiraceae (OTU577)
Otu00578	OTU578	Ruminococcaceae	Ruminococcaceae (OTU578)
Otu00579	OTU579	Lachnospiraceae	Lachnospiraceae (OTU579)
Otu00580	OTU580	Akkermansia	Akkermansia (OTU580)
Otu00581	OTU581	Porphyromonadaceae	Porphyromonadaceae (OTU581)
Otu00582	OTU582	Lachnospiraceae	Lachnospiraceae (OTU582)
Otu00583	OTU583	Rhizobium	Rhizobium (OTU583)
Otu00584	OTU584	Ruminococcaceae	Ruminococcaceae (OTU584)
Otu00585	OTU585	Clostridium_XlVb	Clostridium_XlVb (OTU585)
Otu00586	OTU586	Clostridiales	Clostridiales (OTU586)
Otu00587	OTU587	Clostridiales	Clostridiales (OTU587)
Otu00588	OTU588	Bacteria	Bacteria (OTU588)
Otu00589	OTU589	Ruminococcaceae	Ruminococcaceae (OTU589)
Otu00590	OTU590	Clostridiales	Clostridiales (OTU590)
Otu00591	OTU591	Lachnospiraceae	Lachnospiraceae (OTU591)
Otu00592	OTU592	Alloprevotella	Alloprevotella (OTU592)
Otu00593	OTU593	Veillonellaceae	Veillonellaceae (OTU593)
Otu00594	OTU594	Parabacteroides	Parabacteroides (OTU594)
Otu00595	OTU595	Firmicutes	Firmicutes (OTU595)
Otu00596	OTU596	Lachnospiraceae	Lachnospiraceae (OTU596)
Otu00597	OTU597	Veillonellaceae	Veillonellaceae (OTU597)
Otu00598	OTU598	Clostridium_IV	Clostridium_IV (OTU598)
Otu00599	OTU599	Barnesiella	Barnesiella (OTU599)
Otu00600	OTU600	Coriobacteriaceae	Coriobacteriaceae (OTU600)
Otu00601	OTU601	Bacteria	Bacteria (OTU601)
Otu00602	OTU602	Bacteria	Bacteria (OTU602)
Otu00603	OTU603	Ruminococcaceae	Ruminococcaceae (OTU603)
Otu00604	OTU604	Bacillus	Bacillus (OTU604)
Otu00605	OTU605	Sutterella	Sutterella (OTU605)
Otu00606	OTU606	Ruminococcaceae	Ruminococcaceae (OTU606)
Otu00607	OTU607	Clostridiales	Clostridiales (OTU607)
Otu00608	OTU608	Ruminococcaceae	Ruminococcaceae (OTU608)
Otu00609	OTU609	Actinomyces	Actinomyces (OTU609)
Otu00610	OTU610	Sphingomonas	Sphingomonas (OTU610)
Otu00611	OTU611	Bacteria	Bacteria (OTU611)
Otu00612	OTU612	Megamonas	Megamonas (OTU612)
Otu00613	OTU613	Clostridiales	Clostridiales (OTU613)
Otu00614	OTU614	Bacteria	Bacteria (OTU614)
Otu00615	OTU615	Ruminococcaceae	Ruminococcaceae (OTU615)
Otu00616	OTU616	Proteobacteria	Proteobacteria (OTU616)
Otu00617	OTU617	Firmicutes	Firmicutes (OTU617)
Otu00618	OTU618	Ruminococcaceae	Ruminococcaceae (OTU618)
Otu00619	OTU619	Alistipes	Alistipes (OTU619)
Otu00620	OTU620	Lachnospiraceae	Lachnospiraceae (OTU620)
Otu00621	OTU621	Aeromonas	Aeromonas (OTU621)
Otu00622	OTU622	Megasphaera	Megasphaera (OTU622)
Otu00623	OTU623	Coriobacteriaceae	Coriobacteriaceae (OTU623)
Otu00624	OTU624	Porphyromonas	Porphyromonas (OTU624)
Otu00625	OTU625	Dialister	Dialister (OTU625)
Otu00626	OTU626	Geobacillus	Geobacillus (OTU626)
Otu00627	OTU627	Firmicutes	Firmicutes (OTU627)
Otu00628	OTU628	Collinsella	Collinsella (OTU628)
Otu00629	OTU629	Micrococcaceae	Micrococcaceae (OTU629)
Otu00630	OTU630	Lachnospiraceae	Lachnospiraceae (OTU630)
Otu00631	OTU631	Blautia	Blautia (OTU631)
Otu00632	OTU632	Clostridium_XlVb	Clostridium_XlVb (OTU632)
Otu00633	OTU633	Bacteroidetes	Bacteroidetes (OTU633)
Otu00634	OTU634	Clostridiales	Clostridiales (OTU634)
Otu00635	OTU635	Ruminococcaceae	Ruminococcaceae (OTU635)
Otu00636	OTU636	Anaerobiospirillum	Anaerobiospirillum (OTU636)
Otu00637	OTU637	Corynebacterium	Corynebacterium (OTU637)
Otu00638	OTU638	Blautia	Blautia (OTU638)
Otu00639	OTU639	Bacteria	Bacteria (OTU639)
Otu00640	OTU640	Anaerorhabdus	Anaerorhabdus (OTU640)
Otu00641	OTU641	Clostridium_sensu_stricto	Clostridium_sensu_stricto (OTU641)
Otu00642	OTU642	Oribacterium	Oribacterium (OTU642)
Otu00643	OTU643	Victivallis	Victivallis (OTU643)
Otu00644	OTU644	Porphyromonadaceae	Porphyromonadaceae (OTU644)
Otu00645	OTU645	Ruminococcaceae	Ruminococcaceae (OTU645)
Otu00646	OTU646	Coriobacteriaceae	Coriobacteriaceae (OTU646)
Otu00647	OTU647	Peptococcus	Peptococcus (OTU647)
Otu00648	OTU648	Coriobacteriaceae	Coriobacteriaceae (OTU648)
Otu00649	OTU649	Slackia	Slackia (OTU649)
Otu00650	OTU650	Lachnospiraceae	Lachnospiraceae (OTU650)
Otu00651	OTU651	Ruminococcaceae	Ruminococcaceae (OTU651)
Otu00652	OTU652	Firmicutes	Firmicutes (OTU652)
Otu00653	OTU653	Sporobacter	Sporobacter (OTU653)
Otu00654	OTU654	Clostridiales	Clostridiales (OTU654)
Otu00655	OTU655	Bacteroidetes	Bacteroidetes (OTU655)
Otu00656	OTU656	Ruminococcaceae	Ruminococcaceae (OTU656)
Otu00657	OTU657	Ruminococcaceae	Ruminococcaceae (OTU657)
Otu00658	OTU658	Clostridiales	Clostridiales (OTU658)
Otu00659	OTU659	Clostridiales	Clostridiales (OTU659)
Otu00660	OTU660	Acidobacterium	Acidobacterium (OTU660)
Otu00661	OTU661	Clostridia	Clostridia (OTU661)
Otu00662	OTU662	Clostridiales	Clostridiales (OTU662)
Otu00663	OTU663	Erysipelotrichaceae	Erysipelotrichaceae (OTU663)
Otu00664	OTU664	Coprobacillus	Coprobacillus (OTU664)
Otu00665	OTU665	Ruminococcaceae	Ruminococcaceae (OTU665)
Otu00666	OTU666	Ruminococcaceae	Ruminococcaceae (OTU666)
Otu00667	OTU667	Bacteria	Bacteria (OTU667)
Otu00668	OTU668	Prevotella	Prevotella (OTU668)
Otu00669	OTU669	Lachnospiraceae	Lachnospiraceae (OTU669)
Otu00670	OTU670	Dialister	Dialister (OTU670)
Otu00671	OTU671	Clostridiales	Clostridiales (OTU671)
Otu00672	OTU672	Lachnospiraceae	Lachnospiraceae (OTU672)
Otu00673	OTU673	Clostridiales	Clostridiales (OTU673)
Otu00674	OTU674	Clostridiales	Clostridiales (OTU674)
Otu00675	OTU675	Scardovia	Scardovia (OTU675)
Otu00676	OTU676	Bacteroidetes	Bacteroidetes (OTU676)
Otu00677	OTU677	Ruminococcaceae	Ruminococcaceae (OTU677)
Otu00678	OTU678	Veillonellaceae	Veillonellaceae (OTU678)
Otu00679	OTU679	Cryptobacterium	Cryptobacterium (OTU679)
Otu00680	OTU680	Bacteria	Bacteria (OTU680)
Otu00681	OTU681	Lachnoanaerobaculum	Lachnoanaerobaculum (OTU681)
Otu00682	OTU682	Clostridiales	Clostridiales (OTU682)
Otu00683	OTU683	Actinomyces	Actinomyces (OTU683)
Otu00684	OTU684	Bacteria	Bacteria (OTU684)
Otu00685	OTU685	Ruminococcaceae	Ruminococcaceae (OTU685)
Otu00686	OTU686	Clostridiales	Clostridiales (OTU686)
Otu00687	OTU687	Ruminococcaceae	Ruminococcaceae (OTU687)
Otu00688	OTU688	Ruminococcaceae	Ruminococcaceae (OTU688)
Otu00689	OTU689	Clostridiales	Clostridiales (OTU689)
Otu00690	OTU690	Firmicutes	Firmicutes (OTU690)
Otu00691	OTU691	Firmicutes	Firmicutes (OTU691)
Otu00692	OTU692	Paraeggerthella	Paraeggerthella (OTU692)
Otu00693	OTU693	Clostridium_IV	Clostridium_IV (OTU693)
Otu00694	OTU694	Cellulosilyticum	Cellulosilyticum (OTU694)
Otu00695	OTU695	Prevotella	Prevotella (OTU695)
Otu00696	OTU696	Ruminococcaceae	Ruminococcaceae (OTU696)
Otu00697	OTU697	Bacteria	Bacteria (OTU697)
Otu00698	OTU698	Abiotrophia	Abiotrophia (OTU698)
Otu00699	OTU699	Lactobacillus	Lactobacillus (OTU699)
Otu00700	OTU700	Lachnospiraceae	Lachnospiraceae (OTU700)
Otu00701	OTU701	Clostridiales	Clostridiales (OTU701)
Otu00702	OTU702	Clostridiales	Clostridiales (OTU702)
Otu00703	OTU703	Clostridiales	Clostridiales (OTU703)
Otu00704	OTU704	Ruminococcaceae	Ruminococcaceae (OTU704)
Otu00705	OTU705	Clostridiales	Clostridiales (OTU705)
Otu00706	OTU706	Lachnospiraceae	Lachnospiraceae (OTU706)
Otu00707	OTU707	Coriobacteriaceae	Coriobacteriaceae (OTU707)
Otu00708	OTU708	Clostridiales	Clostridiales (OTU708)
Otu00709	OTU709	Ruminococcaceae	Ruminococcaceae (OTU709)
Otu00710	OTU710	Bacteria	Bacteria (OTU710)
Otu00711	OTU711	Clostridiales	Clostridiales (OTU711)
Otu00712	OTU712	Prevotella	Prevotella (OTU712)
Otu00713	OTU713	Bacteria	Bacteria (OTU713)
Otu00714	OTU714	Clostridiales	Clostridiales (OTU714)
Otu00715	OTU715	Ruminococcaceae	Ruminococcaceae (OTU715)
Otu00716	OTU716	Arthrobacter	Arthrobacter (OTU716)
Otu00717	OTU717	Clostridiales	Clostridiales (OTU717)
Otu00718	OTU718	Clostridia	Clostridia (OTU718)
Otu00719	OTU719	Micrococcus	Micrococcus (OTU719)
Otu00720	OTU720	Actinomycetales	Actinomycetales (OTU720)
Otu00721	OTU721	Olsenella	Olsenella (OTU721)
Otu00722	OTU722	Firmicutes	Firmicutes (OTU722)
Otu00723	OTU723	Clostridiales	Clostridiales (OTU723)
Otu00724	OTU724	Butyricicoccus	Butyricicoccus (OTU724)
Otu00725	OTU725	Ruminococcaceae	Ruminococcaceae (OTU725)
Otu00726	OTU726	Gordonibacter	Gordonibacter (OTU726)
Otu00727	OTU727	Clostridiales	Clostridiales (OTU727)
Otu00728	OTU728	Elusimicrobium	Elusimicrobium (OTU728)
Otu00729	OTU729	Clostridiales	Clostridiales (OTU729)
Otu00730	OTU730	Firmicutes	Firmicutes (OTU730)
Otu00731	OTU731	Sporosarcina	Sporosarcina (OTU731)
Otu00732	OTU732	Listeria	Listeria (OTU732)
Otu00733	OTU733	Clostridium_XlVa	Clostridium_XlVa (OTU733)
Otu00734	OTU734	Firmicutes	Firmicutes (OTU734)
Otu00735	OTU735	Coriobacteriaceae	Coriobacteriaceae (OTU735)
Otu00736	OTU736	Oscillibacter	Oscillibacter (OTU736)
Otu00737	OTU737	Paraprevotella	Paraprevotella (OTU737)
Otu00738	OTU738	Lachnospiraceae	Lachnospiraceae (OTU738)
Otu00739	OTU739	Ruminococcus2	Ruminococcus2 (OTU739)
Otu00740	OTU740	Bacteria	Bacteria (OTU740)
Otu00741	OTU741	Lachnospiraceae	Lachnospiraceae (OTU741)
Otu00742	OTU742	Ruminococcaceae	Ruminococcaceae (OTU742)
Otu00743	OTU743	Prevotella	Prevotella (OTU743)
Otu00744	OTU744	Lactococcus	Lactococcus (OTU744)
Otu00745	OTU745	Bacteria	Bacteria (OTU745)
Otu00746	OTU746	Pseudoramibacter	Pseudoramibacter (OTU746)
Otu00747	OTU747	Clostridiaceae_1	Clostridiaceae_1 (OTU747)
Otu00748	OTU748	Clostridia	Clostridia (OTU748)
Otu00749	OTU749	Clostridiales	Clostridiales (OTU749)
Otu00750	OTU750	Sutterella	Sutterella (OTU750)
Otu00751	OTU751	Bacteroides	Bacteroides (OTU751)
Otu00752	OTU752	Ruminococcaceae	Ruminococcaceae (OTU752)
Otu00753	OTU753	Leptotrichia	Leptotrichia (OTU753)
Otu00754	OTU754	Lachnospiraceae	Lachnospiraceae (OTU754)
Otu00755	OTU755	Oribacterium	Oribacterium (OTU755)
Otu00756	OTU756	Prevotellaceae	Prevotellaceae (OTU756)
Otu00757	OTU757	Coriobacteriaceae	Coriobacteriaceae (OTU757)
Otu00758	OTU758	Prevotellaceae	Prevotellaceae (OTU758)
Otu00759	OTU759	Halomonas	Halomonas (OTU759)
Otu00760	OTU760	Prevotella	Prevotella (OTU760)
Otu00761	OTU761	Clostridia	Clostridia (OTU761)
Otu00762	OTU762	Clostridiales	Clostridiales (OTU762)
Otu00763	OTU763	Prevotella	Prevotella (OTU763)
Otu00764	OTU764	Anaerobiospirillum	Anaerobiospirillum (OTU764)
Otu00765	OTU765	Erysipelotrichaceae	Erysipelotrichaceae (OTU765)
Otu00766	OTU766	Eubacterium	Eubacterium (OTU766)
Otu00767	OTU767	Coriobacteriaceae	Coriobacteriaceae (OTU767)
Otu00768	OTU768	Lachnospiraceae	Lachnospiraceae (OTU768)
Otu00769	OTU769	Oscillibacter	Oscillibacter (OTU769)
Otu00770	OTU770	Lachnospiraceae	Lachnospiraceae (OTU770)
Otu00771	OTU771	Clostridiales	Clostridiales (OTU771)
Otu00772	OTU772	Veillonella	Veillonella (OTU772)
Otu00773	OTU773	Bacteria	Bacteria (OTU773)
Otu00774	OTU774	Ruminococcaceae	Ruminococcaceae (OTU774)
Otu00775	OTU775	Ruminococcaceae	Ruminococcaceae (OTU775)
Otu00776	OTU776	Porphyromonadaceae	Porphyromonadaceae (OTU776)
Otu00777	OTU777	Roseburia	Roseburia (OTU777)
Otu00778	OTU778	Delftia	Delftia (OTU778)
Otu00779	OTU779	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria (OTU779)
Otu00780	OTU780	Lachnospiraceae	Lachnospiraceae (OTU780)
Otu00781	OTU781	Bacteria	Bacteria (OTU781)
Otu00782	OTU782	Clostridium_sensu_stricto	Clostridium_sensu_stricto (OTU782)
Otu00783	OTU783	Clostridiales	Clostridiales (OTU783)
Otu00784	OTU784	Clostridiales	Clostridiales (OTU784)
Otu00785	OTU785	Clostridiales	Clostridiales (OTU785)
Otu00786	OTU786	Clostridiales	Clostridiales (OTU786)
Otu00787	OTU787	Firmicutes	Firmicutes (OTU787)
Otu00788	OTU788	Clostridia	Clostridia (OTU788)
Otu00789	OTU789	Ruminococcaceae	Ruminococcaceae (OTU789)
Otu00790	OTU790	Clostridiales	Clostridiales (OTU790)
Otu00791	OTU791	Bacteria	Bacteria (OTU791)
Otu00792	OTU792	Prevotella	Prevotella (OTU792)
Otu00793	OTU793	Porphyromonadaceae	Porphyromonadaceae (OTU793)
Otu00794	OTU794	Porphyromonadaceae	Porphyromonadaceae (OTU794)
Otu00795	OTU795	Butyricimonas	Butyricimonas (OTU795)
Otu00796	OTU796	Clostridiales	Clostridiales (OTU796)
Otu00797	OTU797	Tissierella	Tissierella (OTU797)
Otu00798	OTU798	Bacteria	Bacteria (OTU798)
Otu00799	OTU799	Clostridiales	Clostridiales (OTU799)
Otu00800	OTU800	Clostridiales	Clostridiales (OTU800)
Otu00801	OTU801	Corynebacterium	Corynebacterium (OTU801)
Otu00802	OTU802	Bacteroides	Bacteroides (OTU802)
Otu00803	OTU803	Clostridiales	Clostridiales (OTU803)
Otu00804	OTU804	Porphyromonadaceae	Porphyromonadaceae (OTU804)
Otu00805	OTU805	Olsenella	Olsenella (OTU805)
Otu00806	OTU806	Coprococcus	Coprococcus (OTU806)
Otu00807	OTU807	Bacteria	Bacteria (OTU807)
Otu00808	OTU808	Clostridium_XlVb	Clostridium_XlVb (OTU808)
Otu00809	OTU809	Victivallis	Victivallis (OTU809)
Otu00810	OTU810	Veillonella	Veillonella (OTU810)
Otu00811	OTU811	Firmicutes	Firmicutes (OTU811)
Otu00812	OTU812	Clostridiales	Clostridiales (OTU812)
Otu00813	OTU813	Cellulosilyticum	Cellulosilyticum (OTU813)
Otu00814	OTU814	Ruminococcaceae	Ruminococcaceae (OTU814)
Otu00815	OTU815	Clostridiales	Clostridiales (OTU815)
Otu00816	OTU816	Alphaproteobacteria	Alphaproteobacteria (OTU816)
Otu00817	OTU817	Paraprevotella	Paraprevotella (OTU817)
Otu00818	OTU818	Helicobacter	Helicobacter (OTU818)
Otu00819	OTU819	Leptotrichia	Leptotrichia (OTU819)
Otu00820	OTU820	Clostridium_IV	Clostridium_IV (OTU820)
Otu00821	OTU821	Clostridiales	Clostridiales (OTU821)
Otu00822	OTU822	Clostridiales	Clostridiales (OTU822)
Otu00823	OTU823	Varibaculum	Varibaculum (OTU823)
Otu00824	OTU824	Ruminococcaceae	Ruminococcaceae (OTU824)
Otu00825	OTU825	Ruminococcaceae	Ruminococcaceae (OTU825)
Otu00826	OTU826	Porphyromonadaceae	Porphyromonadaceae (OTU826)
Otu00827	OTU827	Clostridiales	Clostridiales (OTU827)
Otu00828	OTU828	Clostridiales	Clostridiales (OTU828)
Otu00829	OTU829	Eubacterium	Eubacterium (OTU829)
Otu00830	OTU830	Bacteria	Bacteria (OTU830)
Otu00831	OTU831	Slackia	Slackia (OTU831)
Otu00832	OTU832	Clostridiales	Clostridiales (OTU832)
Otu00833	OTU833	Bacteria	Bacteria (OTU833)
Otu00834	OTU834	Firmicutes	Firmicutes (OTU834)
Otu00835	OTU835	Butyricicoccus	Butyricicoccus (OTU835)
Otu00836	OTU836	Paraprevotella	Paraprevotella (OTU836)
